Ordrenr.;t;Afsluttet ord.;Projektnr.;Navn;Kundeinfo;Prio.;Niveau;Varenummer;Navn;Startperiode;Afsluttet vare;Plan. antal;Rap. ant.;R;Status;Op.;Prod.grp.;Op. beskrivelse;Start;Afsluttet;Plan. antal;Rap. ant.;R;Plan. tid;Rap.tid;Rapp.nr.;oprettet
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;50;KF-05;Produktion - bemandet;23-05-2016;23-05-2016;10;0; ;0;0;1234;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;60;KF-06;Produktion - ubemandet CNC maskine;23-05-2016;23-05-2016;10;0; ;0;0;1232;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;70;KF-07;Opmålinger, slutkontrol, evt måling;23-05-2016;23-05-2016;10;0; ;0;0;1230;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;80;KF-08;Overarbejde (alt overtid);23-05-2016;23-05-2016;10;0; ;0;0;1228;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;90;KF-Ø;Interne fejl og efterjustering U/B;23-05-2016;23-05-2016;10;0; ;0;0;1226;
242818-1;20-06-2016;20-06-2016;;;Grundfos  A/S;9;0;70221948;Fix - Drive shaft for P8 Core;20-06-2016;20-06-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;20-06-2016;20-06-2016;1;0; ;0;0;1248;
242818-1;20-06-2016;20-06-2016;;;Grundfos  A/S;9;0;70221948;Fix - Drive shaft for P8 Core;20-06-2016;20-06-2016;1;; ;1;20;G01-2;Ubemandet maskintid;20-06-2016;20-06-2016;1;0; ;0;0;1246;
242818-1;20-06-2016;20-06-2016;;;Grundfos  A/S;9;0;70221948;Fix - Drive shaft for P8 Core;20-06-2016;20-06-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;20-06-2016;20-06-2016;1;0; ;0;0;1244;
242818-2;07-06-2016;07-06-2016;;;Grundfos  A/S;9;0;70031550;Trippel holder/dup.;07-06-2016;07-06-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;07-06-2016;07-06-2016;1;0; ;0;0;1254;
242818-2;07-06-2016;07-06-2016;;;Grundfos  A/S;9;0;70031550;Trippel holder/dup.;07-06-2016;07-06-2016;1;; ;1;20;G01-2;Ubemandet maskintid;07-06-2016;07-06-2016;1;0; ;0;0;1252;
242818-2;07-06-2016;07-06-2016;;;Grundfos  A/S;9;0;70031550;Trippel holder/dup.;07-06-2016;07-06-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;07-06-2016;07-06-2016;1;0; ;0;0;1250;
242818-3;27-06-2016;27-06-2016;;;Grundfos  A/S;9;0;70222266;Slide 3 - Support;27-06-2016;27-06-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;27-06-2016;27-06-2016;1;0; ;0;0;1260;
242818-3;27-06-2016;27-06-2016;;;Grundfos  A/S;9;0;70222266;Slide 3 - Support;27-06-2016;27-06-2016;1;; ;1;20;G01-2;Ubemandet maskintid;27-06-2016;27-06-2016;1;0; ;0;0;1258;
242818-3;27-06-2016;27-06-2016;;;Grundfos  A/S;9;0;70222266;Slide 3 - Support;27-06-2016;27-06-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;27-06-2016;27-06-2016;1;0; ;0;0;1256;
242819;23-05-2016;23-05-2016;;;Grundfos  A/S;9;0;70098207;Mulig ændring af Insert Movable;23-05-2016;23-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;23-05-2016;23-05-2016;1;0; ;0;0;1266;
242819;23-05-2016;23-05-2016;;;Grundfos  A/S;9;0;70098207;Mulig ændring af Insert Movable;23-05-2016;23-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;23-05-2016;23-05-2016;1;0; ;0;0;1264;
242819;23-05-2016;23-05-2016;;;Grundfos  A/S;9;0;70098207;Mulig ændring af Insert Movable;23-05-2016;23-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;23-05-2016;23-05-2016;1;0; ;0;0;1262;
P500000;04-05-2016;04-05-2016;;;;9;0;242762;DV SRAM Cages;04-05-2016;04-05-2016;1;; ;1;10;C01-1;Fremstilling og bearbejdning;04-05-2016;04-05-2016;1;0; ;0;0;568;
P500000;04-05-2016;04-05-2016;;;;9;0;242762;DV SRAM Cages;04-05-2016;04-05-2016;1;; ;1;20;C01-2;Ubemandet maskintid;04-05-2016;04-05-2016;1;0; ;0;0;566;
P500000;04-05-2016;04-05-2016;;;;9;0;242762;DV SRAM Cages;04-05-2016;04-05-2016;1;; ;1;30;C01-Ø;Q-kort, fejl og efterjusteringer;04-05-2016;04-05-2016;1;0; ;0;0;564;
P500002;08-02-2017;23-02-2017;P10013;test;;9;0;210504 /2;Profilclips 2 mm hvid;08-02-2017;23-02-2017;100000;100000; ;4;5;PLS-01;Opstilling og materialehåndtering;08-02-2017;09-02-2017;100000;100000; ;7,89;6;1300;
P500002;08-02-2017;23-02-2017;P10013;test;;9;0;210504 /2;Profilclips 2 mm hvid;08-02-2017;23-02-2017;100000;100000; ;4;10;PLST-03;Ubemandet maskintid 25-50 tons mask;09-02-2017;16-02-2017;100000;100000; ;42,19;42,19;1298;
P500002;08-02-2017;23-02-2017;P10013;test;;9;0;210504 /2;Profilclips 2 mm hvid;08-02-2017;23-02-2017;100000;100000; ;4;20;ULEV;Underleverandør;17-02-2017;23-02-2017;100000;100000; ;1000,00 DKK;2000,00 DKK;1296;
TV250291;01-02-2017;07-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;01-02-2017;07-02-2017;1;1; ;4;10;VFA-01;Projekt opstart og konstruktion;01-02-2017;02-02-2017;1;1; ;15;0,72;1274;
TV250291;01-02-2017;07-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;01-02-2017;07-02-2017;1;1; ;4;20;FR;Fræse afdeling;02-02-2017;02-02-2017;1;1; ;5;0,13;1272;
TV250291;01-02-2017;07-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;01-02-2017;07-02-2017;1;1; ;4;30;GN;Gnist afdeling;03-02-2017;07-02-2017;1;1; ;12;2,55;1270;
TV250291;01-02-2017;07-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;01-02-2017;07-02-2017;1;1; ;4;40;PL;Plast afdeling;06-02-2017;07-02-2017;1;1; ;6;0,53;1268;
V250292;30-01-2017;03-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;27-01-2017;03-02-2017;1;; ;3;10;VFA-01;Projekt opstart og konstruktion;27-01-2017;31-01-2017;1;1; ;15;6;1282;
V250292;30-01-2017;03-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;27-01-2017;03-02-2017;1;; ;3;20;FR;Fræse afdeling;31-01-2017;31-01-2017;1;0; ;5;0;1280;
V250292;30-01-2017;03-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;27-01-2017;03-02-2017;1;; ;3;30;GN;Gnist afdeling;31-01-2017;02-02-2017;1;0; ;12;8,13;1278;
V250292;30-01-2017;03-02-2017;;;Outrup Vinduer A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;27-01-2017;03-02-2017;1;; ;3;40;PL;Plast afdeling;02-02-2017;03-02-2017;1;0; ;6;0,13;1276;
V250293;27-01-2017;02-02-2017;;;Flex Trim A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;24-01-2017;02-02-2017;1;; ;3;10;VFA-01;Projekt opstart og konstruktion;24-01-2017;26-01-2017;1;0; ;15;0;1290;
V250293;27-01-2017;02-02-2017;;;Flex Trim A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;24-01-2017;02-02-2017;1;; ;3;20;FR;Fræse afdeling;26-01-2017;26-01-2017;1;0; ;5;0;1288;
V250293;27-01-2017;02-02-2017;;;Flex Trim A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;24-01-2017;02-02-2017;1;; ;3;30;GN;Gnist afdeling;26-01-2017;30-01-2017;1;0; ;12;0;1286;
V250293;27-01-2017;02-02-2017;;;Flex Trim A/S;9;0;NYT PLASTVKT;Nyt plaststøbe værktøj;24-01-2017;02-02-2017;1;; ;3;40;PL;Plast afdeling;30-01-2017;02-02-2017;1;0; ;25;0,13;1284;
