medarb. initialer;jobnr;aktivitetsnavn;timer;dato (dd-mm-yyyy);kommentar
10-04-2012;208;6;;Timer;
11-04-2012;208;6;;Timer;
11-04-2012;208;2,3;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;3,3;;Timer;
11-04-2012;208;3;;Timer;
11-04-2012;208;4;;Timer;
11-04-2012;208;3;;Timer;
11-04-2012;208;0,5;;Timer;
11-04-2012;208;6;;Timer;
11-04-2012;208;1,3;Cph-marathon og BetterNow;Timer;
01-03-2012;208;9;;Timer;
05-03-2012;208;5;;Timer;
06-03-2012;208;3;;Timer;
12-03-2012;208;2;;Timer;
13-03-2012;208;2;;Timer;
23-03-2012;208;2;;Timer;
29-03-2012;208;5;;Timer;
30-03-2012;208;2;;Timer;
10-04-2012;208;1,5;;Timer;
11-04-2012;208;2;;Timer;
11-04-2012;208;2;;Timer;
10-04-2012;208;2;;Timer;
11-04-2012;208;1;;Timer;
08-02-2012;208;0,5;;Timer;
08-02-2012;208;1,5;EU special udvalg formiljø forberedelse;Timer;
08-02-2012;208;1;LJO, CM, Søren mfl.s arebjde med Certificeringsordninger - skal egentlig faktureres på f.eks. WindMade, RTRS, FSC, RSPO osv;Timer;
08-02-2012;208;0,5;;Timer;
09-02-2012;208;3;;Timer;
08-02-2012;208;1,5;;Timer;
08-02-2012;208;0,5;;Timer;
09-02-2012;208;3,5;EU specialudvalg for miljø møde i MST;Timer;
09-02-2012;208;1,5;LJO, CM, Søren mfl.s arebjde med Certificeringsordninger - skal egentlig faktureres på f.eks. WindMade, RTRS, FSC, RSPO osv;Timer;
10-02-2012;208;1,5;;Timer;
10-02-2012;208;1;Lønforhandlingsmøde;Timer;
10-02-2012;208;1,5;Kliamteam møde;Timer;
10-02-2012;208;1;Henvendelse fra Dansker i Argentina om skov der ryddes til soja i Salta;Timer;
10-02-2012;208;0,5;;Timer;
13-02-2012;208;1;;Timer;
13-02-2012;208;4;B&I checklists påbegyndt;Timer;
13-02-2012;208;0,5;;Timer;
14-02-2012;208;6;;Timer;
15-02-2012;208;5;;Timer;
16-02-2012;208;6;;Timer;
17-02-2012;208;4;;Timer;
10-04-2012;208;4;;Timer;
11-04-2012;208;3;;Timer;
10-04-2012;208;4;;Timer;
11-04-2012;208;3;;Timer;
11-04-2012;208;2;;Timer;
17-02-2012;208;1;;Timer;
15-02-2012;208;1;;Timer;
15-02-2012;208;0,5;;Timer;
21-02-2012;208;1;;Timer;
20-02-2012;208;2;;Timer;
21-02-2012;208;3,5;MFA virksomhedsseminar inkl forberedelse;Timer;
21-02-2012;208;3;;Timer;
20-02-2012;208;1;Forberedelse af seminar;Timer;
20-02-2012;208;2;;Timer;
22-02-2012;208;0,5;;Timer;
22-02-2012;208;1,5;;Timer;
22-02-2012;208;3;;Timer;
02-03-2012;208;1,5;klima team møde;Timer;
02-03-2012;208;1,5;;Timer;
02-03-2012;208;0,5;;Timer;
02-03-2012;208;0,5;;Timer;
02-03-2012;208;1,5;;Timer;
02-03-2012;208;0,5;;Timer;
02-03-2012;208;0,5;;Timer;
02-03-2012;208;0,5;;Timer;
05-03-2012;208;0,5;;Timer;
05-03-2012;208;1,5;;Timer;
05-03-2012;208;2;;Timer;
05-03-2012;208;1,5;;Timer;
05-03-2012;208;0,5;;Timer;
05-03-2012;208;0,8;;Timer;
05-03-2012;208;0,5;;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;1;lønsamtale med John 2, runde;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
07-03-2012;208;2,5;;Timer;
07-03-2012;208;2,5;;Timer;
07-03-2012;208;1,5;"40 års fødsels kommunikationsafdelingens orienteing af hvad de vil gøre ti MFA&#39;ere o.a.";Timer;
07-03-2012;208;1;NovoZymes forespørgsel om Peru;Timer;
08-03-2012;208;1;;Timer;
08-03-2012;208;2;Lego;Timer;
13-03-2012;208;3;Certificeringsgruppen CM LJO JF JG og Søren;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;1;Tesktinput til komm. web kurser til Juni;Timer;
13-03-2012;208;1,5;;Timer;
14-03-2012;208;3;;Timer;
14-03-2012;208;3;;Timer;
14-03-2012;208;1,5;;Timer;
15-03-2012;208;5;;Timer;
15-03-2012;208;2;;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;2,5;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;2;Certificeringsrodninger fortsat;Timer;
19-03-2012;208;1;Dansk EU formandskab som grønt - Bella Center UM;Timer;
19-03-2012;208;1,5;;Timer;
20-03-2012;208;6,5;;Timer;
20-03-2012;208;1,5;;Timer;
20-03-2012;208;0,5;;Timer;
20-03-2012;208;1,5;;Timer;
21-03-2012;208;4;;Timer;
23-03-2012;208;1;;Timer;
22-03-2012;208;3;;Timer;
21-03-2012;208;2,5;"Certificeringsordninger
";Timer;
21-03-2012;208;1;;Timer;
22-03-2012;208;5;Grønt EU formandskab i Bellacenter, plus transport og en punktering;Timer;
22-03-2012;208;1;Markus Wolter WWF GE + Windmade;Timer;
23-03-2012;208;4;Høringssvar om danske skove;Timer;
27-03-2012;208;2,5;;Timer;
26-03-2012;208;2;;Timer;
26-03-2012;208;2,5;;Timer;
26-03-2012;208;2,5;;Timer;
28-03-2012;208;3;møde med Håndværksrådet;Timer;
28-03-2012;208;2,5;;Timer;
29-03-2012;208;2,5;;Timer;
29-03-2012;208;1,5;MUS 2 samtale med John;Timer;
28-03-2012;208;2;"Certificeringsordninger fortsat
";Timer;
30-03-2012;208;1;;Timer;
30-03-2012;208;1;;Timer;
30-03-2012;208;1;;Timer;
30-03-2012;208;1;;Timer;
30-03-2012;208;2;;Timer;
30-03-2012;208;1;;Timer;
29-03-2012;208;1;;Timer;
29-03-2012;208;0,5;;Timer;
29-03-2012;208;1,5;;Timer;
02-04-2012;208;4;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;0,5;;Timer;
11-04-2012;208;6;;Timer;
11-04-2012;208;3;;Timer;
11-04-2012;208;9;Timeopgørelse og fee marts og 3k12;Timer;
12-04-2012;208;4;;Timer;
12-04-2012;208;1,5;;Timer;
12-04-2012;208;2,5;;Timer;
12-04-2012;208;1,5;;Timer;
12-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
12-04-2012;208;8;Fee og løn bilag;Timer;
12-04-2012;208;2,3;;Timer;
12-04-2012;208;2;;Timer;
12-04-2012;208;3;;Timer;
10-04-2012;208;2;"PM&#39;ere";Timer;
11-04-2012;208;3,3;"PM&#39;ere";Timer;
12-04-2012;208;8;"PM&#39;ere";Timer;
10-04-2012;208;5;Spørgeundersøgelse historie;Timer;
11-04-2012;208;4;Spørgeundersøgelse historie;Timer;
10-04-2012;208;1;;Timer;
12-04-2012;208;1,5;;Timer;
12-04-2012;208;3,5;;Timer;
12-04-2012;208;1;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
13-04-2012;208;1;;Timer;
11-04-2012;208;1;;Timer;
13-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
12-04-2012;208;1,5;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;1;;Timer;
12-04-2012;208;2;;Timer;
13-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
13-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
11-04-2012;208;2;;Timer;
12-04-2012;208;2;;Timer;
13-04-2012;208;2;;Timer;
11-04-2012;208;1;;Timer;
13-04-2012;208;3;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;2;WWF budget kursus online;Timer;
13-04-2012;208;2;Kurser og nye job;Timer;
13-04-2012;208;1;;Timer;
10-04-2012;208;4;;Timer;
11-04-2012;208;3;;Timer;
12-04-2012;208;2;;Timer;
13-04-2012;208;1;;Timer;
10-04-2012;208;3;;Timer;
10-04-2012;208;1;;Timer;
12-04-2012;208;6;;Timer;
13-04-2012;208;3;;Timer;
11-04-2012;208;4;;Timer;
13-04-2012;208;3;;Timer;
10-04-2012;208;1,5;;Timer;
11-04-2012;208;1,25;;Timer;
12-04-2012;208;2,25;;Timer;
13-04-2012;208;5,25;;Timer;
10-04-2012;208;1;;Timer;
13-04-2012;208;1,5;;Timer;
11-04-2012;208;0,75;;Timer;
11-04-2012;208;1;;Timer;
12-04-2012;208;0,75;;Timer;
10-04-2012;208;5,5;;Timer;
11-04-2012;208;4,5;;Timer;
12-04-2012;208;3;;Timer;
11-04-2012;208;2;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;5;;Timer;
12-04-2012;208;3;;Timer;
12-04-2012;208;1;;Timer;
12-04-2012;208;5;;Timer;
13-04-2012;208;1,5;;Timer;
13-04-2012;208;0,5;;Timer;
13-04-2012;208;3;;Timer;
13-04-2012;208;2,5;;Timer;
13-04-2012;208;4;;Timer;
13-04-2012;208;1,3;;Timer;
13-04-2012;208;2;;Timer;
13-04-2012;208;2;;Timer;
13-04-2012;208;6,3;;Timer;
13-04-2012;208;2;;Timer;
13-04-2012;208;1,5;;Timer;
13-04-2012;208;2;;Timer;
13-04-2012;208;1,3;;Timer;
13-04-2012;208;0,3;;Timer;
12-04-2012;208;4;;Timer;
12-04-2012;208;4;;Timer;
13-04-2012;208;2,5;;Timer;
13-04-2012;208;2;;Timer;
13-04-2012;208;3;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;2;;Timer;
13-04-2012;208;1,5;;Timer;
13-04-2012;208;0,5;;Timer;
13-04-2012;208;2;udarbejdelse af kalender t ferieafholdelse i afdelingen;Timer;
13-04-2012;208;1;Kagehentning i lagkagehuset tog 0.5 timer;Timer;
13-04-2012;208;2,3;;Timer;
13-04-2012;208;5;;Timer;
12-04-2012;208;1,3;;Timer;
12-04-2012;208;6;;Timer;
12-04-2012;208;7,3;;Timer;
13-04-2012;208;7;;Timer;
16-04-2012;208;7,3;;Timer;
16-04-2012;208;4,5;;Timer;
11-04-2012;208;8,5;;Timer;
13-04-2012;208;4,75;;Timer;
15-04-2012;208;1,5;;Timer;
27-03-2012;208;3,3;;Timer;
16-04-2012;208;5,3;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;1;;Timer;
11-04-2012;208;4,3;;Timer;
13-04-2012;208;1,5;;Timer;
13-04-2012;208;2,5;;Timer;
16-04-2012;208;3;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;2;;Timer;
13-04-2012;208;2;Ulandsteammøde pm regionale papirer, møde med Lasse om arbejdsdeling mv.;Timer;
10-04-2012;208;4;LG møde, projektudviklingsmøde med Jan fra DOF og Jan fra Friluftsrådet;Timer;
11-04-2012;208;2,5;Ledelsesberetning til bestyrelsen + div. mails;Timer;
12-04-2012;208;6,5;Mails, møder om budget, snake med Jacob F og Maj M om arbejdsdeling, ledervurdering af Charlotte B-A, mm.;Timer;
13-04-2012;208;1;Morgenmøde mv.;Timer;
13-04-2012;208;3,5;Dialogforum m. Naturstyrelsen;Timer;
10-04-2012;208;1,5;møde med Mette F og Gitte om LIA budget, læse nyheder fra Grønland;Timer;
11-04-2012;208;3,5;Møde med CSR Greenland + eftersnak og møde med Greenland Minerals om Kvanefjeld-projekt;Timer;
12-04-2012;208;1;Møde om RACER, mails;Timer;
14-04-2012;208;1;Mails mv.;Timer;
10-04-2012;208;2;Møde med Marianne W om Rio+20, kommunikation med Sofus Rex om KEBMIN pressekonference, mails mm;Timer;
11-04-2012;208;3,5;Møde med Ida Auken, + forberedelse, om Rio+20;Timer;
13-04-2012;208;1;Klimateam;Timer;
14-04-2012;208;1;Mails mv;Timer;
02-04-2012;208;7,3;;Timer;
16-04-2012;208;2,5;;Timer;
11-04-2012;208;2;;Timer;
12-04-2012;208;2;;Timer;
11-04-2012;208;0,5;;Timer;
12-04-2012;208;0,5;;Timer;
11-04-2012;208;0,5;;Timer;
12-04-2012;208;0,5;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;3;;Timer;
11-04-2012;208;3;;Timer;
12-04-2012;208;4;;Timer;
11-04-2012;208;2;;Timer;
12-04-2012;208;1;;Timer;
12-04-2012;208;2;;Timer;
10-04-2012;208;1,3;;Timer;
12-04-2012;208;2;;Timer;
16-04-2012;208;4,5;;Timer;
16-04-2012;208;0,5;;Timer;
16-04-2012;208;0,5;;Timer;
16-04-2012;208;0,5;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
11-04-2012;208;1,3;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;1;;Timer;
10-04-2012;208;2;;Timer;
10-04-2012;208;2;;Timer;
10-04-2012;208;2;;Timer;
12-04-2012;208;1;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;2;;Timer;
12-04-2012;208;2,3;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;2;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;1,3;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;1,3;;Timer;
17-04-2012;208;7,3;;Timer;
16-04-2012;208;4,3;;Timer;
16-04-2012;208;1,5;;Timer;
16-04-2012;208;1,5;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;4,5;;Timer;
16-04-2012;208;1;Research Tiger -Virksomhed;Timer;
16-04-2012;208;1;Povl Carstensen;Timer;
16-04-2012;208;2,8;Links og tekst til 40 års fødselsdag;Timer;
10-04-2012;208;6;;Timer;
12-04-2012;208;5,5;;Timer;
16-04-2012;208;2,5;;Timer;
17-04-2012;208;6,3;Copenhagen Marathon Research og billeder;Timer;
17-04-2012;208;1;Møde med ambassadør Povl Carstensen  -hos ham;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;0,5;;Timer;
13-04-2012;208;1,5;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;3;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;1;;Timer;
16-04-2012;208;4;Timekontrol til kvartalsregnskab;Timer;
17-04-2012;208;3;Timekontrol til kvartalsregnskab;Timer;
17-04-2012;208;1;Skype møde med Hung om R3;Timer;
16-04-2012;208;2;DA010 regnskab;Timer;
17-04-2012;208;1;Møde med Jacob om R3;Timer;
17-04-2012;208;2;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;3;;Timer;
16-04-2012;208;1;Møde med Elisabeth om arbejdsdeling, arbejdsplan mv.;Timer;
16-04-2012;208;2;LG møde om budget, møed med Gitte S, mails mv.;Timer;
16-04-2012;208;1;Mails mm;Timer;
16-04-2012;208;5;Læse om Danske Banks klimarbejde, møde med Claus om Danske Bank, tjek af slides, kontakt til KEBMIN om pressekontakt ifbm. Clean Energy Ministerial, snak med Nis Gravlund om regeringsgrundlag/klimalov, alskens mails, møde med Mie om hjemmeside ;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;2;;Timer;
17-04-2012;208;2;;Timer;
16-04-2012;208;2;;Timer;
17-04-2012;208;2;;Timer;
18-04-2012;208;2;;Timer;
19-04-2012;208;2;;Timer;
20-04-2012;208;2;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;1;;Timer;
20-04-2012;208;1;;Timer;
20-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;1;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;1;;Timer;
22-04-2012;208;3;;Timer;
22-04-2012;208;5;;Timer;
17-04-2012;208;1;;Timer;
18-04-2012;208;1;;Timer;
19-04-2012;208;1;;Timer;
18-04-2012;208;1;;Timer;
17-04-2012;208;2;;Timer;
18-04-2012;208;4;;Timer;
19-04-2012;208;3;;Timer;
20-04-2012;208;3;;Timer;
19-04-2012;208;3;;Timer;
18-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;0,5;;Timer;
13-04-2012;208;0,5;;Timer;
12-04-2012;208;4;;Timer;
13-04-2012;208;4,5;;Timer;
12-04-2012;208;0,5;;Timer;
13-04-2012;208;0,5;;Timer;
12-04-2012;208;1;;Timer;
12-04-2012;208;2;;Timer;
13-04-2012;208;1;;Timer;
17-04-2012;208;1;;Timer;
16-04-2012;208;6,5;;Timer;
17-04-2012;208;6,5;;Timer;
16-04-2012;208;0,5;;Timer;
17-04-2012;208;0,5;;Timer;
16-04-2012;208;1,5;;Timer;
17-04-2012;208;2,5;velgørenhedsknappen.dk;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,75;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,25;;Timer;
17-04-2012;208;3,25;;Timer;
17-04-2012;208;2,75;;Timer;
17-04-2012;208;3;;Timer;
17-04-2012;208;3,5;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;3;;Timer;
17-04-2012;208;2;;Timer;
16-04-2012;208;3;;Timer;
17-04-2012;208;4;;Timer;
16-04-2012;208;3;;Timer;
16-04-2012;208;3;;Timer;
17-04-2012;208;3,5;;Timer;
17-04-2012;208;2,3;;Timer;
18-04-2012;208;4;;Timer;
18-04-2012;208;4;;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;5;;Timer;
18-04-2012;208;5,5;Facebook og Povl - begivenhed og follow-up;Timer;
18-04-2012;208;1;Brev til givere, som har indbetalt penge to gange;Timer;
18-04-2012;208;1;Kontrakter til DA012 med Jacob og Ole;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;5,5;;Timer;
18-04-2012;208;2;Oprettelse af nye delprojekter i AX og TO plus overførsler;Timer;
18-04-2012;208;2;;Timer;
18-04-2012;208;2;;Timer;
18-04-2012;208;4;;Timer;
18-04-2012;208;1,3;;Timer;
17-04-2012;208;4;;Timer;
18-04-2012;208;3,5;;Timer;
17-04-2012;208;2;;Timer;
18-04-2012;208;2;;Timer;
17-04-2012;208;1;;Timer;
18-04-2012;208;2;;Timer;
18-04-2012;208;8;;Timer;
18-04-2012;208;7,3;Lederuddannelse;Timer;
18-04-2012;208;5;;Timer;
18-04-2012;208;2;;Timer;
18-04-2012;208;2;;Timer;
11-04-2012;208;2,5;;Timer;
12-04-2012;208;3;;Timer;
13-04-2012;208;2;;Timer;
12-04-2012;208;1;;Timer;
11-04-2012;208;1;;Timer;
13-04-2012;208;1,5;;Timer;
11-04-2012;208;1;;Timer;
12-04-2012;208;1;;Timer;
13-04-2012;208;2;;Timer;
11-04-2012;208;3;;Timer;
12-04-2012;208;2;;Timer;
13-04-2012;208;3;;Timer;
12-04-2012;208;1;;Timer;
13-04-2012;208;2;;Timer;
16-04-2012;208;2;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;3;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;1,5;;Timer;
17-04-2012;208;2;;Timer;
17-04-2012;208;1,5;;Timer;
17-04-2012;208;2;;Timer;
17-04-2012;208;0,5;;Timer;
18-04-2012;208;6;;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;2;WWFs Facebook strategi ;Timer;
16-04-2012;208;5;Ledelsesberetning til Bestyrelsen, budget;Timer;
17-04-2012;208;6;Ledergruppemøde, WWF medarbejderseminar til efteråret, afdelingsbudget, bestyrelsesmateriale;Timer;
16-04-2012;208;1;Havets Dag møde;Timer;
16-04-2012;208;1;KOM møde;Timer;
16-04-2012;208;2;Levende Natur - 2. korrekturgang;Timer;
17-04-2012;208;2;Den spanske konge og elefantjagt;Timer;
18-04-2012;208;1;Levende Natur - 3. korrekturgang;Timer;
18-04-2012;208;1;Vedr. Gitte i Aftenshowet vedr. bæredygtige rejser;Timer;
03-05-2012;208;3;;Timer;
17-04-2012;208;2;Udkast til mediekommentatoruge i Kristeligt Dagblad;Timer;
16-04-2012;208;2;WWF 40 mv. ;Timer;
17-04-2012;208;1;;Timer;
03-04-2012;208;4;Diverse;Timer;
04-04-2012;208;1;;Timer;
04-04-2012;208;1;Havets Dag;Timer;
04-04-2012;208;5;Diverse;Timer;
04-04-2012;208;1;;Timer;
18-04-2012;208;1,5;;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;3,5;;Timer;
18-04-2012;208;6,5;;Timer;
10-04-2012;208;1;;Timer;
10-04-2012;208;2;;Timer;
10-04-2012;208;1;;Timer;
10-04-2012;208;1;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;0,75;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;5,25;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;2;;Timer;
18-04-2012;208;2;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;0,5;;Timer;
18-04-2012;208;1,5;;Timer;
19-04-2012;208;0,5;;Timer;
19-04-2012;208;0,5;;Timer;
18-04-2012;208;1;;Timer;
18-04-2012;208;1;Gav feedback på roll-ups til fødselsdagen;Timer;
16-04-2012;208;2;Forside Ud&Se 40 års fødselsdag;Timer;
18-04-2012;208;0,5;;Timer;
19-04-2012;208;2;;Timer;
19-04-2012;208;1,5;;Timer;
30-04-2012;208;13;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;20;;Timer;
30-04-2012;208;66;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;13;;Timer;
19-04-2012;208;0,75;;Timer;
19-04-2012;208;0,75;;Timer;
19-04-2012;208;0,5;;Timer;
19-04-2012;208;0,5;;Timer;
19-04-2012;208;0,25;;Timer;
19-04-2012;208;1;;Timer;
19-04-2012;208;1,5;;Timer;
19-04-2012;208;1,5;;Timer;
19-04-2012;208;1,5;;Timer;
19-04-2012;208;4,5;t-shirt-tryk, facebook spredning, ;Timer;
19-04-2012;208;0,3;forside - møde, annaa burlund oh tsk;Timer;
19-04-2012;208;1,5;brev privatgiver + bogmærker + casestory;Timer;
21-04-2012;208;4;;Timer;
19-04-2012;208;1,75;;Timer;
19-04-2012;208;3;Kontraktoplæg;Timer;
19-04-2012;208;1,5;;Timer;
19-04-2012;208;2;DA010;Timer;
19-04-2012;208;1;;Timer;
19-04-2012;208;2;;Timer;
19-04-2012;208;1;;Timer;
19-04-2012;208;4;;Timer;
19-04-2012;208;3;;Timer;
19-04-2012;208;2;;Timer;
19-04-2012;208;2,5;;Timer;
19-04-2012;208;2;;Timer;
19-04-2012;208;2;;Timer;
20-04-2012;208;1;;Timer;
20-04-2012;208;0,5;;Timer;
20-04-2012;208;0,5;;Timer;
20-04-2012;208;0,5;;Timer;
17-04-2012;208;2,5;;Timer;
17-04-2012;208;2;LG-møde;Timer;
27-04-2012;208;1;;Timer;
20-04-2012;208;5,3;;Timer;
20-04-2012;208;3,5;;Timer;
11-04-2012;208;8;;Timer;
12-04-2012;208;8;;Timer;
13-04-2012;208;6,5;;Timer;
16-04-2012;208;10;;Timer;
18-04-2012;208;10;;Timer;
19-04-2012;208;8,5;;Timer;
20-04-2012;208;7;;Timer;
19-04-2012;208;3,3;;Timer;
20-04-2012;208;1;;Timer;
20-04-2012;208;0,75;;Timer;
16-04-2012;208;5,25;;Timer;
17-04-2012;208;4;;Timer;
18-04-2012;208;3,5;;Timer;
19-04-2012;208;5;;Timer;
20-04-2012;208;5,25;;Timer;
20-04-2012;208;0,25;;Timer;
16-04-2012;208;0,5;;Timer;
18-04-2012;208;2;;Timer;
19-04-2012;208;1,75;;Timer;
17-04-2012;208;0,5;;Timer;
18-04-2012;208;0,75;;Timer;
19-04-2012;208;0,75;;Timer;
20-04-2012;208;0,5;;Timer;
16-04-2012;208;1,5;;Timer;
17-04-2012;208;1;;Timer;
17-04-2012;208;2;;Timer;
18-04-2012;208;1;;Timer;
20-04-2012;208;2,5;;Timer;
19-04-2012;208;0,5;;Timer;
20-04-2012;208;0,5;;Timer;
20-04-2012;208;2;;Timer;
20-04-2012;208;0,5;;Timer;
20-04-2012;208;1;;Timer;
20-04-2012;208;1;;Timer;
20-04-2012;208;3;;Timer;
20-04-2012;208;1;;Timer;
19-04-2012;208;6,5;"Ny landsdækkende historie
Møde med Morten L
";Timer;
20-04-2012;208;6,5;"ny landsdækkende historie
40";Timer;
20-04-2012;208;1;;Timer;
20-04-2012;208;1,3;;Timer;
16-04-2012;208;1;;Timer;
17-04-2012;208;2;;Timer;
19-04-2012;208;3;;Timer;
20-04-2012;208;7,3;;Timer;
16-04-2012;208;6,5;;Timer;
17-04-2012;208;5;;Timer;
19-04-2012;208;5,3;;Timer;
16-04-2012;208;1;havets dag møde;Timer;
19-04-2012;208;1;40 års historie;Timer;
13-04-2012;208;4;;Timer;
14-04-2012;208;3;;Timer;
13-04-2012;208;1;;Timer;
14-04-2012;208;2;;Timer;
13-04-2012;208;2;;Timer;
14-04-2012;208;1;;Timer;
13-04-2012;208;3;;Timer;
10-04-2012;208;3;;Timer;
12-04-2012;208;3;;Timer;
10-04-2012;208;2;;Timer;
10-04-2012;208;3;;Timer;
11-04-2012;208;2;;Timer;
12-04-2012;208;4,5;;Timer;
16-04-2012;208;1;;Timer;
16-04-2012;208;5,5;Landsdækkende biodiv / 40 års historie;Timer;
02-04-2012;208;3;;Timer;
04-04-2012;208;4;;Timer;
04-04-2012;208;2;;Timer;
02-04-2012;208;4,5;;Timer;
03-04-2012;208;4;;Timer;
04-04-2012;208;3;;Timer;
02-04-2012;208;6,5;landsdæækende his;Timer;
03-04-2012;208;7,5;landsdækkende hist;Timer;
02-04-2012;208;1;;Timer;
04-04-2012;208;4;;Timer;
04-04-2012;208;3,5;rev til pol og havets dag;Timer;
13-04-2012;208;7,5;"Flaskegave PM&#39;ere";Timer;
20-04-2012;208;0,25;;Timer;
19-04-2012;208;2;;Timer;
20-04-2012;208;1,5;;Timer;
19-04-2012;208;0,5;;Timer;
19-04-2012;208;1;;Timer;
22-04-2012;208;4;;Timer;
19-04-2012;208;2;;Timer;
20-04-2012;208;1;;Timer;
19-04-2012;208;3;;Timer;
20-04-2012;208;4;;Timer;
20-04-2012;208;1;;Timer;
20-04-2012;208;0,5;;Timer;
20-04-2012;208;0,5;;Timer;
23-04-2012;208;0,5;;Timer;
23-04-2012;208;0,5;;Timer;
18-04-2012;208;8,5;;Timer;
23-04-2012;208;0,25;;Timer;
23-04-2012;208;0,25;;Timer;
23-04-2012;208;0,5;;Timer;
23-04-2012;208;3;BetterNow og CPH;Timer;
23-04-2012;208;0,5;;Timer;
23-04-2012;208;3,5;;Timer;
23-04-2012;208;2;;Timer;
23-04-2012;208;0,5;;Timer;
23-04-2012;208;3,5;;Timer;
17-04-2012;208;7,5;Møde med Danske Bank, møde med Enhedslisten, koordinering med Mattias S fra FKN, mails mm.;Timer;
23-04-2012;208;0,5;;Timer;
23-04-2012;208;3;;Timer;
23-04-2012;208;1,5;;Timer;
23-04-2012;208;2;;Timer;
