medarb. initialer;jobnr;aktivitetsnavn;timer;dato (dd-mm-yyyy);kommentar
08-03-2012;208;0,2;;Timer;
08-03-2012;208;1;;Timer;
08-03-2012;208;4;;Timer;
08-03-2012;208;2,5;;Timer;
08-03-2012;208;2;;Timer;
08-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
07-03-2012;208;1;;Timer;
08-03-2012;208;6;;Timer;
08-03-2012;208;3;;Timer;
08-03-2012;208;1;;Timer;
08-03-2012;208;2,25;;Timer;
08-03-2012;208;0,75;;Timer;
08-03-2012;208;0,5;;Timer;
08-03-2012;208;0,25;;Timer;
08-03-2012;208;1,25;;Timer;
08-03-2012;208;2,75;;Timer;
06-03-2012;208;0,5;;Timer;
07-03-2012;208;0,5;;Timer;
08-03-2012;208;0,5;;Timer;
09-03-2012;208;0,5;;Timer;
06-03-2012;208;0,5;;Timer;
07-03-2012;208;0,5;;Timer;
08-03-2012;208;0,5;;Timer;
09-03-2012;208;0,5;;Timer;
06-03-2012;208;3,25;;Timer;
07-03-2012;208;3,5;;Timer;
07-03-2012;208;1;;Timer;
08-03-2012;208;2;;Timer;
07-03-2012;208;1,5;;Timer;
06-03-2012;208;1;;Timer;
08-03-2012;208;1;;Timer;
06-03-2012;208;3;;Timer;
07-03-2012;208;1;;Timer;
08-03-2012;208;0,5;;Timer;
08-03-2012;208;3,5;;Timer;
09-03-2012;208;1,25;;Timer;
09-03-2012;208;6;;Timer;
07-03-2012;208;7,3;;Timer;
08-03-2012;208;7,3;;Timer;
09-03-2012;208;7,3;;Timer;
27-02-2012;208;3;;Timer;
28-02-2012;208;2;;Timer;
27-02-2012;208;4,3;;Timer;
28-02-2012;208;5,3;;Timer;
29-02-2012;208;7,3;;Timer;
01-03-2012;208;7,3;;Timer;
02-03-2012;208;7,3;;Timer;
09-03-2012;208;7;;Timer;
05-03-2012;208;4;;Timer;
08-03-2012;208;2;;Timer;
05-03-2012;208;0,5;;Timer;
08-03-2012;208;0,25;;Timer;
09-03-2012;208;1,75;;Timer;
05-03-2012;208;1;;Timer;
08-03-2012;208;1,25;;Timer;
09-03-2012;208;0,5;;Timer;
05-03-2012;208;0,75;;Timer;
08-03-2012;208;1,25;;Timer;
09-03-2012;208;0,75;;Timer;
05-03-2012;208;1;;Timer;
08-03-2012;208;3;;Timer;
09-03-2012;208;0,5;;Timer;
06-03-2012;208;7,5;;Timer;
07-03-2012;208;7,5;;Timer;
05-03-2012;208;0,5;;Timer;
09-03-2012;208;1;;Timer;
09-03-2012;208;1,75;;Timer;
07-03-2012;208;1;;Timer;
07-03-2012;208;4;;Timer;
09-03-2012;208;1;;Timer;
06-02-2012;208;7,3;;Timer;
08-03-2012;208;3;;Timer;
15-02-2012;208;7,3;;Timer;
09-03-2012;208;3;;Timer;
09-03-2012;208;3;;Timer;
07-02-2012;208;7,3;;Timer;
08-02-2012;208;7,3;;Timer;
05-03-2012;208;0,75;;Timer;
13-02-2012;208;7,3;;Timer;
20-02-2012;208;7,3;;Timer;
21-02-2012;208;7,3;;Timer;
22-02-2012;208;7,3;;Timer;
29-02-2012;208;7,3;;Timer;
28-02-2012;208;7,3;;Timer;
27-02-2012;208;7,3;;Timer;
05-03-2012;208;7,3;;Timer;
06-03-2012;208;7,3;;Timer;
07-03-2012;208;7,3;;Timer;
09-03-2012;208;4;;Timer;
08-03-2012;208;5;;Timer;
09-03-2012;208;0,5;;Timer;
09-03-2012;208;0,25;;Timer;
07-03-2012;208;0,5;;Timer;
08-03-2012;208;1,5;;Timer;
09-03-2012;208;0,5;;Timer;
07-03-2012;208;1;;Timer;
08-03-2012;208;1;;Timer;
09-03-2012;208;2;;Timer;
07-03-2012;208;1;;Timer;
07-03-2012;208;5;;Timer;
08-03-2012;208;5;;Timer;
09-03-2012;208;1;;Timer;
08-03-2012;208;1;;Timer;
09-03-2012;208;3;;Timer;
09-03-2012;208;1;;Timer;
09-03-2012;208;6,5;;Timer;
02-02-2012;208;2;;Timer;
02-02-2012;208;2;;Timer;
07-02-2012;208;2;;Timer;
07-02-2012;208;2;;Timer;
13-02-2012;208;2;;Timer;
17-02-2012;208;5;;Timer;
13-02-2012;208;2;;Timer;
17-02-2012;208;1;;Timer;
20-02-2012;208;2;;Timer;
21-02-2012;208;2;;Timer;
22-02-2012;208;2;;Timer;
23-02-2012;208;2;;Timer;
20-02-2012;208;2;;Timer;
21-02-2012;208;2;;Timer;
22-02-2012;208;1;;Timer;
23-02-2012;208;2;;Timer;
28-02-2012;208;2;;Timer;
01-03-2012;208;2;;Timer;
28-02-2012;208;2;;Timer;
01-03-2012;208;2;;Timer;
07-03-2012;208;2;;Timer;
08-03-2012;208;3;;Timer;
09-03-2012;208;3;;Timer;
07-03-2012;208;2;;Timer;
08-03-2012;208;3,5;;Timer;
09-03-2012;208;3;;Timer;
14-02-2012;208;7,3;;Timer;
08-03-2012;208;2;;Timer;
08-03-2012;208;2,3;;Timer;
09-03-2012;208;1,3;;Timer;
09-03-2012;208;2;;Timer;
09-03-2012;208;1;;Timer;
09-03-2012;208;3;;Timer;
08-03-2012;208;7;;Timer;
09-03-2012;208;6;;Timer;
08-03-2012;208;1;;Timer;
09-03-2012;208;1;;Timer;
01-03-2012;208;7,3;;Timer;
02-03-2012;208;7,3;;Timer;
08-03-2012;208;3,3;;Timer;
08-03-2012;208;4;;Timer;
07-03-2012;208;7,3;;Timer;
06-03-2012;208;7,3;;Timer;
09-03-2012;208;4,3;;Timer;
09-03-2012;208;2;;Timer;
09-03-2012;208;5,5;;Timer;
12-03-2012;208;1;;Timer;
12-03-2012;208;4;;Timer;
12-03-2012;208;2,5;;Timer;
12-03-2012;208;1,5;;Timer;
13-03-2012;208;1;;Timer;
14-03-2012;208;1;;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
09-03-2012;208;1;;Timer;
12-03-2012;208;2,5;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;0,5;;Timer;
12-03-2012;208;0,5;;Timer;
12-03-2012;208;1;;Timer;
12-03-2012;208;3;;Timer;
12-03-2012;208;0,5;;Timer;
12-03-2012;208;6;Arktis konference, deltagere, venteliste, drejebog mv.;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;0,5;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;2,3;;Timer;
12-03-2012;208;0,5;;Timer;
12-03-2012;208;2,5;;Timer;
12-03-2012;208;2,5;;Timer;
12-03-2012;208;1;;Timer;
12-03-2012;208;5;Google Grants stuff;Timer;
12-03-2012;208;1;;Timer;
12-03-2012;208;4;;Timer;
12-03-2012;208;3;;Timer;
12-03-2012;208;3;LN jubliæumsnummer, redigering af artikler og billeder;Timer;
12-03-2012;208;1;Dagsorden udviklingsmøde 21/3;Timer;
12-03-2012;208;3;KOM møde + diverse ledelse + Kristeligt Dagblad disposition;Timer;
12-03-2012;208;3;Møde med Maj og WWF og arbejdet med skove ifm. KOM arbejdet + forberedelse af gæsteforelæsning på DIS;Timer;
12-03-2012;208;5;;Timer;
12-03-2012;208;1;;Timer;
11-03-2012;208;4;;Timer;
08-03-2012;208;1;;Timer;
09-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
05-03-2012;208;2;;Timer;
07-03-2012;208;1;;Timer;
05-03-2012;208;3;;Timer;
07-03-2012;208;2;;Timer;
05-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
07-03-2012;208;1;;Timer;
05-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
07-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;1,5;;Timer;
12-03-2012;208;0,5;;Timer;
09-03-2012;208;4,3;;Timer;
06-03-2012;208;3;;Timer;
07-03-2012;208;7,3;;Timer;
06-03-2012;208;4,3;;Timer;
09-03-2012;208;3;;Timer;
08-03-2012;208;7,3;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;5;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;1;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;3;;Timer;
12-03-2012;208;2;Personalehåndbog;Timer;
05-03-2012;208;2;;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;2;;Timer;
06-03-2012;208;2;;Timer;
06-03-2012;208;2;;Timer;
07-03-2012;208;4;;Timer;
07-03-2012;208;3;;Timer;
07-03-2012;208;1;;Timer;
08-03-2012;208;2;;Timer;
08-03-2012;208;3;;Timer;
08-03-2012;208;1,5;;Timer;
08-03-2012;208;1,5;;Timer;
09-03-2012;208;2;;Timer;
09-03-2012;208;3;;Timer;
09-03-2012;208;2;;Timer;
09-03-2012;208;2;;Timer;
12-03-2012;208;1;;Timer;
12-03-2012;208;1;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;1,5;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;1;;Timer;
12-03-2012;208;9;;Timer;
13-03-2012;208;3;;Timer;
13-03-2012;208;0,5;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;1;kampagne 12/13;Timer;
12-03-2012;208;4;Levende Natur;Timer;
12-03-2012;208;2;;Timer;
12-03-2012;208;4;Levende Natur;Timer;
13-03-2012;208;2;Levende Natur;Timer;
13-03-2012;208;2,5;Levende Natur;Timer;
13-03-2012;208;3;Levende Natur;Timer;
12-03-2012;208;8;;Timer;
13-03-2012;208;7,5;;Timer;
13-03-2012;208;0,5;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;0,75;;Timer;
13-03-2012;208;0,75;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;0,25;;Timer;
13-03-2012;208;3;;Timer;
13-03-2012;208;3;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;9;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;2;;Timer;
14-03-2012;208;2;;Timer;
13-03-2012;208;0,5;;Timer;
14-03-2012;208;0,5;;Timer;
15-03-2012;208;0,5;;Timer;
16-03-2012;208;0,5;;Timer;
14-03-2012;208;4;;Timer;
13-03-2012;208;0,5;;Timer;
14-03-2012;208;0,5;;Timer;
15-03-2012;208;0,5;;Timer;
16-03-2012;208;0,5;;Timer;
29-02-2012;208;178;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;3;;Timer;
13-03-2012;208;0,5;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;5;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;1;;Timer;
14-03-2012;208;0,5;;Timer;
14-03-2012;208;1;;Timer;
14-03-2012;208;5;;Timer;
14-03-2012;208;0,5;;Timer;
14-03-2012;208;0,5;;Timer;
13-03-2012;208;3,3;;Timer;
13-03-2012;208;5;;Timer;
14-03-2012;208;3;;Timer;
13-03-2012;208;2;;Timer;
14-03-2012;208;5;;Timer;
12-03-2012;208;5,5;;Timer;
13-03-2012;208;7;;Timer;
13-03-2012;208;0,5;;Timer;
13-03-2012;208;0,5;;Timer;
13-03-2012;208;1,5;;Timer;
13-03-2012;208;0,5;;Timer;
13-03-2012;208;1;;Timer;
13-03-2012;208;2;;Timer;
13-03-2012;208;2,5;;Timer;
14-03-2012;208;1;;Timer;
14-03-2012;208;0,75;;Timer;
14-03-2012;208;0,75;;Timer;
14-03-2012;208;3;;Timer;
14-03-2012;208;2;;Timer;
14-03-2012;208;4,3;;Timer;
14-03-2012;208;3;;Timer;
13-03-2012;208;1;;Timer;
14-03-2012;208;1;;Timer;
13-03-2012;208;2;;Timer;
14-03-2012;208;2;;Timer;
13-03-2012;208;2;IDO203.1;Timer;
14-03-2012;208;2;;Timer;
13-03-2012;208;2;;Timer;
14-03-2012;208;1;;Timer;
13-03-2012;208;1;;Timer;
14-03-2012;208;2,5;;Timer;
14-03-2012;208;3;;Timer;
14-03-2012;208;1,3;;Timer;
14-03-2012;208;0,5;;Timer;
14-03-2012;208;3,5;;Timer;
14-03-2012;208;2;;Timer;
14-03-2012;208;2;;Timer;
16-03-2012;208;8,5;;Timer;
14-03-2012;208;4;Levende Natur;Timer;
14-03-2012;208;4;Levende Natur;Timer;
14-03-2012;208;2,5;Levende Natur;Timer;
14-03-2012;208;4;;Timer;
14-03-2012;208;3;;Timer;
14-03-2012;208;2;;Timer;
13-03-2012;208;2;;Timer;
12-03-2012;208;2,5;;Timer;
13-03-2012;208;2,5;;Timer;
15-03-2012;208;3;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;3,5;;Timer;
01-03-2012;208;1;;Timer;
01-03-2012;208;5;;Timer;
02-03-2012;208;7;;Timer;
03-03-2012;208;1,5;;Timer;
01-03-2012;208;2;;Timer;
03-03-2012;208;1;;Timer;
01-03-2012;208;2,5;;Timer;
14-03-2012;208;6,75;;Timer;
09-03-2012;208;1,5;;Timer;
06-03-2012;208;1;Marin biodiversitet i DK, opfølgning på stenrevs historier med Mette B;Timer;
05-03-2012;208;2;Møde med Mette Frost og to journalister;Timer;
06-03-2012;208;0,5;MOU snak;Timer;
08-03-2012;208;0,5;Gennemgang af mails for to dage;Timer;
05-03-2012;208;1;Blandede opgaver;Timer;
06-03-2012;208;3;"0,5 time: Læsning af bilag til møde med Pia O.D.

1,5 time: Samle materiale til EFGA-oplæg mv.

1 time: læse polsk brev, læse equity papirer og kommenterer Mattias Söderberg papir";Timer;
07-03-2012;208;9,5;"7 timer: Holde oplæg og equity, formøde + møde med Pia Olsen-Dyhr om grøn frihandel. Møde med KEBMIN + finansministeriet om klimafinansiering

2,5 timer: Oplæg om equity";Timer;
08-03-2012;208;6,5;"3 timer: Oplæg for EGFA, diverse mails og snak med Mattias Söderberg

3,5 timer: Gennemgang af mails for to dage";Timer;
09-03-2012;208;3;"1 time: EU-ministerrådsmøde, presse, snak m. Ritzau

2 timer: Opfølgning på mail hængepartier";Timer;
08-03-2012;208;0,5;Gennemgang af mails for to dage;Timer;
11-03-2012;208;1;Forberedelse af oplæg til Arktisk Konference;Timer;
11-03-2012;208;1;Forberede til P1 morgen (mandag);Timer;
11-03-2012;208;0,5;Intro til netværket om Mærsk Line;Timer;
13-03-2012;208;1;;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;3;;Timer;
14-03-2012;208;1,5;;Timer;
14-03-2012;208;1;;Timer;
14-03-2012;208;1;;Timer;
14-03-2012;208;2;;Timer;
14-03-2012;208;2;;Timer;
14-03-2012;208;1;;Timer;
30-04-2012;208;7,3;;Timer;
13-04-2012;208;0,3;;Timer;
18-04-2012;208;1;13-dec;Timer;
23-04-2012;208;0,5;;Timer;
14-03-2012;208;1,5;;Timer;
15-03-2012;208;0,5;;Timer;
14-03-2012;208;0,5;;Timer;
15-03-2012;208;0,5;;Timer;
14-03-2012;208;0,5;;Timer;
15-03-2012;208;0,5;;Timer;
14-03-2012;208;1;;Timer;
15-03-2012;208;4;;Timer;
14-03-2012;208;3,5;;Timer;
15-03-2012;208;2;;Timer;
14-03-2012;208;0,5;;Timer;
15-03-2012;208;0,5;;Timer;
14-03-2012;208;1;;Timer;
15-03-2012;208;4,5;;Timer;
15-03-2012;208;0,75;;Timer;
15-03-2012;208;1,5;;Timer;
16-03-2012;208;2;;Timer;
12-03-2012;208;2;;Timer;
13-03-2012;208;7,3;;Timer;
14-03-2012;208;7;;Timer;
19-03-2012;208;3;;Timer;
12-03-2012;208;6;;Timer;
15-03-2012;208;6,75;;Timer;
15-03-2012;208;0,75;;Timer;
15-03-2012;208;1;;Timer;
15-03-2012;208;2;;Timer;
15-03-2012;208;4;;Timer;
15-03-2012;208;1,3;;Timer;
15-03-2012;208;3;;Timer;
15-03-2012;208;1,5;;Timer;
15-03-2012;208;0,5;;Timer;
15-03-2012;208;4;frankeringsmaskine;Timer;
14-03-2012;208;1,5;;Timer;
14-03-2012;208;2,5;;Timer;
14-03-2012;208;2,5;2012-13 kampagne;Timer;
16-03-2012;208;0,5;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;0,5;;Timer;
16-03-2012;208;1,5;;Timer;
15-03-2012;208;6,3;CPH-marathon og BetterNow;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;2;Oprettelse i Timeout;Timer;
16-03-2012;208;2;Oprettelse af struktur til TimeOut og oprettelse i TimeOut;Timer;
16-03-2012;208;1,3;;Timer;
16-03-2012;208;4;;Timer;
16-03-2012;208;2;;Timer;
12-03-2012;208;4;;Timer;
13-03-2012;208;6;;Timer;
14-03-2012;208;3,5;;Timer;
15-03-2012;208;4,5;;Timer;
16-03-2012;208;4,5;;Timer;
12-03-2012;208;3;;Timer;
14-03-2012;208;2,5;;Timer;
15-03-2012;208;2;;Timer;
16-03-2012;208;2;;Timer;
12-03-2012;208;0,5;;Timer;
14-03-2012;208;1,5;;Timer;
13-03-2012;208;1,5;;Timer;
15-03-2012;208;1;;Timer;
15-03-2012;208;1;;Timer;
15-03-2012;208;2;;Timer;
15-03-2012;208;4;;Timer;
16-03-2012;208;2;;Timer;
01-03-2012;208;2;;Timer;
01-03-2012;208;5,3;;Timer;
02-03-2012;208;7,3;;Timer;
08-03-2012;208;7,3;;Timer;
09-03-2012;208;7,3;;Timer;
13-03-2012;208;1;;Timer;
12-03-2012;208;3,3;;Timer;
13-03-2012;208;1;;Timer;
12-03-2012;208;4;;Timer;
13-03-2012;208;5,3;;Timer;
14-03-2012;208;2;;Timer;
14-03-2012;208;3;;Timer;
15-03-2012;208;1;;Timer;
15-03-2012;208;1;;Timer;
15-03-2012;208;1;;Timer;
14-03-2012;208;2,3;;Timer;
15-03-2012;208;2;;Timer;
15-03-2012;208;2;;Timer;
15-03-2012;208;0,3;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;2,3;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;0,5;;Timer;
16-03-2012;208;3;;Timer;
16-03-2012;208;1;;Timer;
15-03-2012;208;0,5;;Timer;
15-03-2012;208;1;;Timer;
15-03-2012;208;1;;Timer;
15-03-2012;208;0,5;;Timer;
15-03-2012;208;1,5;;Timer;
15-03-2012;208;2,5;;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1,5;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;2;;Timer;
16-03-2012;208;1;;Timer;
14-03-2012;208;1;;Timer;
14-03-2012;208;3,5;;Timer;
14-03-2012;208;0,5;;Timer;
13-03-2012;208;1;;Timer;
14-03-2012;208;2,5;;Timer;
16-03-2012;208;2;;Timer;
16-03-2012;208;3,5;;Timer;
16-03-2012;208;1,5;;Timer;
16-03-2012;208;2;;Timer;
15-03-2012;208;3;;Timer;
15-03-2012;208;5;;Timer;
16-03-2012;208;6;;Timer;
19-03-2012;208;6,3;CPH-marathon + betternow;Timer;
19-03-2012;208;1;;Timer;
19-03-2012;208;7,5;;Timer;
08-05-2012;208;2;ny flaskegave pm;Timer;
06-03-2012;208;1;Diskussion m. Elisabeth K om timebudget og prioriteringer;Timer;
19-03-2012;208;3;;Timer;
26-03-2012;208;2,5;;Timer;
12-03-2012;208;7,3;;Timer;
02-04-2012;208;1;WWF 40 års fødselsdag;Timer;
19-03-2012;208;4;;Timer;
19-03-2012;208;1;;Timer;
19-03-2012;208;1;;Timer;
19-03-2012;208;1,5;;Timer;
12-04-2012;208;2;;Timer;
19-03-2012;208;6;;Timer;
19-03-2012;208;2;;Timer;
19-03-2012;208;3;;Timer;
19-03-2012;208;3;;Timer;
19-03-2012;208;3,5;;Timer;
19-03-2012;208;7;;Timer;
19-03-2012;208;1;;Timer;
19-03-2012;208;1;;Timer;
15-03-2012;208;4;;Timer;
15-03-2012;208;4;;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;3,5;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
13-03-2012;208;3;;Timer;
14-03-2012;208;1,5;;Timer;
14-03-2012;208;1,5;;Timer;
14-03-2012;208;6;;Timer;
17-03-2012;208;1,5;;Timer;
18-03-2012;208;1;;Timer;
19-03-2012;208;2;;Timer;
19-03-2012;208;2;;Timer;
19-03-2012;208;0,5;;Timer;
19-03-2012;208;1;;Timer;
19-03-2012;208;4,5;;Timer;
19-03-2012;208;10,5;;Timer;
19-03-2012;208;0,5;;Timer;
19-03-2012;208;1;;Timer;
16-03-2012;208;4;;Timer;
18-03-2012;208;1;;Timer;
16-03-2012;208;4;;Timer;
15-03-2012;208;8;;Timer;
15-03-2012;208;2;;Timer;
20-03-2012;208;1;;Timer;
19-03-2012;208;1;;Timer;
20-03-2012;208;1;;Timer;
19-03-2012;208;1;;Timer;
20-03-2012;208;1;;Timer;
19-03-2012;208;4;Julekaleder DK0018.5;Timer;
20-03-2012;208;2;;Timer;
20-03-2012;208;4;CPH-marathon;Timer;
20-03-2012;208;2,3;"To møder. Et om WWF&#39;s historie. Et om status og overlevering af nye opgaver.";Timer;
15-03-2012;208;7,3;;Timer;
16-03-2012;208;2;;Timer;
16-03-2012;208;5;;Timer;
19-03-2012;208;7,3;;Timer;
20-03-2012;208;7,3;;Timer;
02-02-2012;208;5;;Timer;
03-02-2012;208;2;;Timer;
06-02-2012;208;5;;Timer;
10-02-2012;208;14;;Timer;
08-02-2012;208;1;;Timer;
10-02-2012;208;1;;Timer;
22-02-2012;208;2;;Timer;
26-02-2012;208;3;;Timer;
27-02-2012;208;7;;Timer;
28-02-2012;208;8;;Timer;
29-02-2012;208;3;;Timer;
03-02-2012;208;2;;Timer;
20-03-2012;208;5,5;;Timer;
20-03-2012;208;1,5;;Timer;
20-03-2012;208;1;;Timer;
19-03-2012;208;0,5;;Timer;
20-03-2012;208;1;;Timer;
20-03-2012;208;1;;Timer;
20-03-2012;208;4,75;;Timer;
20-03-2012;208;1;;Timer;
20-03-2012;208;1;;Timer;
20-03-2012;208;3;Projektoversigt;Timer;
20-03-2012;208;1,5;Projekt opgavebeskrivelse DA012 med Ole;Timer;
20-03-2012;208;3;;Timer;
20-03-2012;208;2;;Timer;
20-03-2012;208;3;;Timer;
20-03-2012;208;2,5;;Timer;
20-03-2012;208;5,5;;Timer;
20-03-2012;208;1;;Timer;
20-03-2012;208;7;;Timer;
20-03-2012;208;1,5;;Timer;
05-03-2012;208;7;;Timer;
05-03-2012;208;4;;Timer;
05-03-2012;208;1;;Timer;
06-03-2012;208;3,5;;Timer;
06-03-2012;208;1;;Timer;
06-03-2012;208;3;;Timer;
07-03-2012;208;3;;Timer;
07-03-2012;208;1;;Timer;
07-03-2012;208;3;;Timer;
08-03-2012;208;1,5;;Timer;
08-03-2012;208;5,5;;Timer;
08-03-2012;208;0,5;;Timer;
09-03-2012;208;2;;Timer;
09-03-2012;208;2;;Timer;
09-03-2012;208;2;;Timer;
27-02-2012;208;1;;Timer;
28-02-2012;208;6,5;;Timer;
28-02-2012;208;1;;Timer;
28-02-2012;208;1;;Timer;
29-02-2012;208;3;;Timer;
29-02-2012;208;6,5;;Timer;
02-03-2012;208;2;;Timer;
01-03-2012;208;6;;Timer;
02-03-2012;208;2;;Timer;
01-03-2012;208;1;;Timer;
02-03-2012;208;1;;Timer;
01-03-2012;208;1;;Timer;
01-03-2012;208;1;;Timer;
02-03-2012;208;1;;Timer;
13-02-2012;208;1;;Timer;
13-02-2012;208;7;;Timer;
14-02-2012;208;7,5;;Timer;
15-02-2012;208;7;;Timer;
16-02-2012;208;3;;Timer;
13-02-2012;208;2;;Timer;
15-02-2012;208;1;;Timer;
16-02-2012;208;1;;Timer;
13-02-2012;208;1;;Timer;
13-02-2012;208;1;;Timer;
14-02-2012;208;1;;Timer;
16-02-2012;208;0,5;;Timer;
17-02-2012;208;7,3;;Timer;
08-02-2012;208;1;;Timer;
06-02-2012;208;7;;Timer;
07-02-2012;208;8;;Timer;
08-02-2012;208;8;;Timer;
09-02-2012;208;8;;Timer;
10-02-2012;208;2;;Timer;
08-02-2012;208;2;;Timer;
09-02-2012;208;0,5;;Timer;
07-02-2012;208;4;Netværk, deltagelse i CRS arrangement;Timer;
08-02-2012;208;3;;Timer;
10-02-2012;208;1;;Timer;
06-02-2012;208;2;;Timer;
09-02-2012;208;1;;Timer;
09-02-2012;208;0,5;;Timer;
10-02-2012;208;2,5;;Timer;
02-02-2012;208;1;;Timer;
01-02-2012;208;8;;Timer;
02-02-2012;208;5,5;;Timer;
03-02-2012;208;4,5;;Timer;
05-02-2012;208;2;;Timer;
02-02-2012;208;1;;Timer;
05-02-2012;208;1;;Timer;
05-02-2012;208;1;;Timer;
02-02-2012;208;1;;Timer;
03-02-2012;208;1;;Timer;
21-03-2012;208;2;;Timer;
21-03-2012;208;4,5;;Timer;
21-03-2012;208;0,75;;Timer;
21-03-2012;208;1;;Timer;
21-03-2012;208;1;;Timer;
21-03-2012;208;2;;Timer;
21-03-2012;208;4;;Timer;
21-03-2012;208;2;;Timer;
21-03-2012;208;2,5;;Timer;
20-03-2012;208;1,5;;Timer;
20-03-2012;208;0,5;;Timer;
19-03-2012;208;1,5;;Timer;
20-03-2012;208;1,5;;Timer;
20-03-2012;208;1;;Timer;
19-03-2012;208;3;;Timer;
20-03-2012;208;1,5;;Timer;
19-03-2012;208;3;;Timer;
20-03-2012;208;2,5;;Timer;
21-03-2012;208;1,5;;Timer;
21-03-2012;208;0,5;;Timer;
21-03-2012;208;2;;Timer;
21-03-2012;208;4;;Timer;
21-03-2012;208;2,25;;Timer;
21-03-2012;208;0,75;;Timer;
21-03-2012;208;1,5;;Timer;
21-03-2012;208;1,25;;Timer;
21-03-2012;208;1;;Timer;
21-03-2012;208;0,5;;Timer;
21-03-2012;208;0,25;;Timer;
23-03-2012;208;1,3;;Timer;
21-03-2012;208;1;;Timer;
21-03-2012;208;2;;Timer;
21-03-2012;208;3,3;Team Generous_ WWF-film - draft;Timer;
13-03-2012;208;2,5;;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
15-03-2012;208;2;;Timer;
16-03-2012;208;2;;Timer;
13-03-2012;208;1;;Timer;
14-03-2012;208;1;;Timer;
15-03-2012;208;1;;Timer;
16-03-2012;208;1;;Timer;
15-03-2012;208;2;;Timer;
16-03-2012;208;2;;Timer;
16-03-2012;208;1;;Timer;
16-03-2012;208;3;;Timer;
19-03-2012;208;0,5;;Timer;
20-03-2012;208;0,5;;Timer;
21-03-2012;208;0,5;;Timer;
22-03-2012;208;0,5;;Timer;
23-03-2012;208;0,5;;Timer;
21-03-2012;208;1;;Timer;
22-03-2012;208;1;;Timer;
21-03-2012;208;2,5;;Timer;
19-03-2012;208;1;;Timer;
20-03-2012;208;1;;Timer;
21-03-2012;208;0,5;;Timer;
19-03-2012;208;1;;Timer;
20-03-2012;208;1;;Timer;
21-03-2012;208;1;;Timer;
22-03-2012;208;1;;Timer;
23-03-2012;208;1;;Timer;
21-03-2012;208;0,5;;Timer;
22-03-2012;208;0,5;;Timer;
23-03-2012;208;0,5;;Timer;
21-03-2012;208;1;;Timer;
22-03-2012;208;1;;Timer;
21-03-2012;208;0,5;;Timer;
22-03-2012;208;0,5;;Timer;
23-03-2012;208;0,5;;Timer;
19-03-2012;208;1;;Timer;
20-03-2012;208;1;;Timer;
21-03-2012;208;1;;Timer;
22-03-2012;208;1;;Timer;
23-03-2012;208;1;;Timer;
